Year,Lon,Lat,PID,PFT,age,cmass,ndist,relative
1908,-149.25,64.75,1,Pioneering broadleaf,24,1.31,1,0.4337748344370861
1909,-149.25,64.75,1,Needleleaf evergreen,25,0.22,1,0.06832298136645962
1909,-149.25,64.75,1,Pioneering broadleaf,25,1.46,1,0.45341614906832295
1910,-149.25,64.75,1,Needleleaf evergreen,26,0.23,1,0.06666666666666667
1910,-149.25,64.75,1,Pioneering broadleaf,26,1.62,1,0.46956521739130436
1911,-149.25,64.75,1,Needleleaf evergreen,27,0.23,1,0.06353591160220995
1911,-149.25,64.75,1,Pioneering broadleaf,27,1.77,1,0.4889502762430939
1912,-149.25,64.75,1,Needleleaf evergreen,28,0.22,1,0.05929919137466307
1912,-149.25,64.75,1,Pioneering broadleaf,28,1.88,1,0.5067385444743935
1913,-149.25,64.75,1,Needleleaf evergreen,29,0.21,1,0.0549738219895288
1913,-149.25,64.75,1,Pioneering broadleaf,29,2.01,1,0.5261780104712042
1914,-149.25,64.75,1,Needleleaf evergreen,30,0.21,1,0.0532994923857868
1914,-149.25,64.75,1,Pioneering broadleaf,30,2.14,1,0.5431472081218275
1915,-149.25,64.75,1,Needleleaf evergreen,31,0.19,1,0.04896907216494845
1915,-149.25,64.75,1,Pioneering broadleaf,31,2.17,1,0.5592783505154639
1916,-149.25,64.75,1,Needleleaf evergreen,32,0.19,1,0.04679802955665025
1916,-149.25,64.75,1,Pioneering broadleaf,32,2.32,1,0.5714285714285714
1917,-149.25,64.75,1,Needleleaf evergreen,33,0.19,1,0.045346062052505964
1917,-149.25,64.75,1,Pioneering broadleaf,33,2.47,1,0.5894988066825776
1918,-149.25,64.75,1,Needleleaf evergreen,34,0.19,1,0.043678160919540236
1918,-149.25,64.75,1,Pioneering broadleaf,34,2.61,1,0.6
1919,-149.25,64.75,1,Needleleaf evergreen,35,0.19,1,0.04185022026431718
1919,-149.25,64.75,1,Pioneering broadleaf,35,2.79,1,0.6145374449339207
1920,-149.25,64.75,1,Needleleaf evergreen,36,0.19,1,0.0405982905982906
1920,-149.25,64.75,1,Pioneering broadleaf,36,2.94,1,0.6282051282051282
1921,-149.25,64.75,1,Needleleaf evergreen,37,0.18,1,0.037422037422037424
1921,-149.25,64.75,1,Pioneering broadleaf,37,3.09,1,0.6424116424116424
1922,-149.25,64.75,1,Needleleaf evergreen,38,0.18,1,0.03571428571428571
1922,-149.25,64.75,1,Pioneering broadleaf,38,3.3,1,0.6547619047619048
1923,-149.25,64.75,1,Needleleaf evergreen,39,0.18,1,0.03468208092485549
1923,-149.25,64.75,1,Pioneering broadleaf,39,3.45,1,0.6647398843930635
1924,-149.25,64.75,1,Needleleaf evergreen,40,0.18,1,0.0335195530726257
1924,-149.25,64.75,1,Pioneering broadleaf,40,3.63,1,0.6759776536312849
1925,-149.25,64.75,1,Needleleaf evergreen,41,0.17,1,0.030965391621129327
1925,-149.25,64.75,1,Pioneering broadleaf,41,3.79,1,0.6903460837887068
1926,-149.25,64.75,1,Needleleaf evergreen,42,0.17,1,0.030035335689045938
1926,-149.25,64.75,1,Pioneering broadleaf,42,3.97,1,0.7014134275618374
1927,-149.25,64.75,1,Needleleaf evergreen,43,0.16,1,0.027729636048526865
1927,-149.25,64.75,1,Pioneering broadleaf,43,4.13,1,0.7157712305025997
1928,-149.25,64.75,1,Needleleaf evergreen,44,0.17,1,0.028286189683860236
1928,-149.25,64.75,1,Pioneering broadleaf,44,4.37,1,0.7271214642262895
1929,-149.25,64.75,1,Needleleaf evergreen,45,0.17,1,0.028052805280528056
1929,-149.25,64.75,1,Pioneering broadleaf,45,4.42,1,0.7293729372937294
1930,-149.25,64.75,1,Needleleaf evergreen,46,0.17,1,0.027243589743589744
1930,-149.25,64.75,1,Pioneering broadleaf,46,4.61,1,0.7387820512820513
1931,-149.25,64.75,1,Needleleaf evergreen,47,0.17,1,0.026521060842433698
1931,-149.25,64.75,1,Pioneering broadleaf,47,4.76,1,0.7425897035881435
1932,-149.25,64.75,1,Needleleaf evergreen,48,0.17,1,0.025641025641025644
1932,-149.25,64.75,1,Pioneering broadleaf,48,4.99,1,0.7526395173453997
1933,-149.25,64.75,1,Needleleaf evergreen,49,0.17,1,0.024890190336749635
1933,-149.25,64.75,1,Pioneering broadleaf,49,5.2,1,0.7613469985358712
1934,-149.25,64.75,1,Needleleaf evergreen,50,0.17,1,0.024113475177304965
1934,-149.25,64.75,1,Pioneering broadleaf,50,5.44,1,0.7716312056737589
1935,-149.25,64.75,1,Needleleaf evergreen,51,0.17,1,0.023319615912208505
1935,-149.25,64.75,1,Pioneering broadleaf,51,5.7,1,0.7818930041152263
1936,-149.25,64.75,1,Needleleaf evergreen,52,0.17,1,0.022696929238985315
1936,-149.25,64.75,1,Pioneering broadleaf,52,5.91,1,0.7890520694259012
1937,-149.25,64.75,1,Needleleaf evergreen,53,0.17,1,0.02288021534320323
1937,-149.25,64.75,1,Pioneering broadleaf,53,5.87,1,0.7900403768506056
1938,-149.25,64.75,1,Needleleaf evergreen,54,0.17,1,0.022486772486772486
1938,-149.25,64.75,1,Pioneering broadleaf,54,5.99,1,0.7923280423280423
1939,-149.25,64.75,1,Needleleaf evergreen,55,0.16,1,0.021304926764314246
1939,-149.25,64.75,1,Pioneering broadleaf,55,5.99,1,0.7976031957390146
1940,-149.25,64.75,1,Needleleaf evergreen,56,0.16,1,0.02105263157894737
1940,-149.25,64.75,1,Pioneering broadleaf,56,6.13,1,0.8065789473684211
1941,-149.25,64.75,1,Needleleaf evergreen,57,0.16,1,0.020330368487928845
1941,-149.25,64.75,1,Pioneering broadleaf,57,6.39,1,0.8119440914866581
1942,-149.25,64.75,1,Needleleaf evergreen,58,0.16,1,0.02002503128911139
1942,-149.25,64.75,1,Pioneering broadleaf,58,6.51,1,0.8147684605757196
1943,-149.25,64.75,1,Needleleaf evergreen,59,0.16,1,0.019656019656019656
1943,-149.25,64.75,1,Pioneering broadleaf,59,6.68,1,0.8206388206388205
1944,-149.25,64.75,1,Needleleaf evergreen,60,0.16,1,0.019417475728155338
1944,-149.25,64.75,1,Pioneering broadleaf,60,6.78,1,0.8228155339805825
1945,-149.25,64.75,1,Needleleaf evergreen,61,0.17,1,0.020070838252656435
1945,-149.25,64.75,1,Pioneering broadleaf,61,7.01,1,0.8276269185360093
1946,-149.25,64.75,1,Needleleaf evergreen,62,0.17,1,0.019607843137254905
1946,-149.25,64.75,1,Pioneering broadleaf,62,7.21,1,0.831603229527105
1947,-149.25,64.75,1,Needleleaf evergreen,63,0.17,1,0.0192090395480226
1947,-149.25,64.75,1,Pioneering broadleaf,63,7.42,1,0.8384180790960453
1948,-149.25,64.75,1,Needleleaf evergreen,64,0.17,1,0.018478260869565222
1948,-149.25,64.75,1,Pioneering broadleaf,64,7.76,1,0.8434782608695652
1949,-149.25,64.75,1,Needleleaf evergreen,65,0.17,1,0.017913593256059013
1949,-149.25,64.75,1,Pioneering broadleaf,65,8.04,1,0.8472075869336144
1950,-149.25,64.75,1,Needleleaf evergreen,66,0.17,1,0.018318965517241378
1950,-149.25,64.75,1,Pioneering broadleaf,66,7.86,1,0.8469827586206896
1951,-149.25,64.75,1,Needleleaf evergreen,67,0.17,1,0.017932489451476793
1951,-149.25,64.75,1,Pioneering broadleaf,67,8.08,1,0.8523206751054851
1952,-149.25,64.75,1,Needleleaf evergreen,68,0.16,1,0.016580310880829015
1952,-149.25,64.75,1,Pioneering broadleaf,68,8.26,1,0.8559585492227979
1953,-149.25,64.75,1,Needleleaf evergreen,69,0.16,1,0.01634320735444331
1953,-149.25,64.75,1,Pioneering broadleaf,69,8.43,1,0.861082737487232
1954,-149.25,64.75,1,Needleleaf evergreen,70,0.16,1,0.01606425702811245
1954,-149.25,64.75,1,Pioneering broadleaf,70,8.63,1,0.8664658634538153
1955,-149.25,64.75,1,Needleleaf evergreen,71,0.16,1,0.015609756097560976
1955,-149.25,64.75,1,Pioneering broadleaf,71,8.93,1,0.871219512195122
1956,-149.25,64.75,1,Needleleaf evergreen,72,0.16,1,0.01536983669548511
1956,-149.25,64.75,1,Pioneering broadleaf,72,9.11,1,0.8751200768491834
1957,-149.25,64.75,1,Needleleaf evergreen,73,0.09,1,0.008555133079847907
1957,-149.25,64.75,1,Pioneering broadleaf,73,9.31,1,0.8849809885931559
1958,-149.25,64.75,1,Needleleaf evergreen,74,0.09,1,0.00841908325537886
1958,-149.25,64.75,1,Pioneering broadleaf,74,9.51,1,0.8896164639850328
1959,-149.25,64.75,1,Needleleaf evergreen,75,0.09,1,0.008211678832116789
1959,-149.25,64.75,1,Pioneering broadleaf,75,9.77,1,0.8914233576642336
1960,-149.25,64.75,1,Needleleaf evergreen,76,0.09,1,0.008064516129032258
1960,-149.25,64.75,1,Pioneering broadleaf,76,9.99,1,0.8951612903225806
1961,-149.25,64.75,1,Needleleaf evergreen,77,0.1,1,0.008976660682226214
1961,-149.25,64.75,1,Pioneering broadleaf,77,9.95,1,0.8931777378815081
1962,-149.25,64.75,1,Needleleaf evergreen,78,0.1,1,0.008992805755395685
1962,-149.25,64.75,1,Pioneering broadleaf,78,9.93,1,0.8929856115107914
1963,-149.25,64.75,1,Needleleaf evergreen,79,0.1,1,0.008849557522123894
1963,-149.25,64.75,1,Pioneering broadleaf,79,10.16,1,0.8991150442477875
1964,-149.25,64.75,1,Needleleaf evergreen,80,0.1,1,0.008888888888888889
1964,-149.25,64.75,1,Pioneering broadleaf,80,10.12,1,0.8995555555555554
1965,-149.25,64.75,1,Needleleaf evergreen,81,0.1,1,0.008936550491510278
1965,-149.25,64.75,1,Pioneering broadleaf,81,10.07,1,0.899910634495085
1966,-149.25,64.75,1,Needleleaf evergreen,82,0.1,1,0.009033423667570008
1966,-149.25,64.75,1,Pioneering broadleaf,82,9.97,1,0.90063233965673
1967,-149.25,64.75,1,Needleleaf evergreen,83,0.1,1,0.009099181073703368
1967,-149.25,64.75,1,Pioneering broadleaf,83,9.89,1,0.899909008189263
1968,-149.25,64.75,1,Needleleaf evergreen,84,0.1,1,0.009398496240601503
1968,-149.25,64.75,1,Pioneering broadleaf,84,9.55,1,0.8975563909774437
1969,-149.25,64.75,1,Needleleaf evergreen,85,0.1,1,0.00979431929480901
1969,-149.25,64.75,1,Pioneering broadleaf,85,9.14,1,0.8952007835455436
1970,-149.25,64.75,1,Needleleaf evergreen,86,0.1,1,0.009606147934678195
1970,-149.25,64.75,1,Pioneering broadleaf,86,9.33,1,0.8962536023054755
1971,-149.25,64.75,1,Needleleaf evergreen,87,0.1,1,0.009718172983479106
1971,-149.25,64.75,1,Pioneering broadleaf,87,9.24,1,0.8979591836734693
1972,-149.25,64.75,1,Needleleaf evergreen,88,0.1,1,0.009560229445506692
1972,-149.25,64.75,1,Pioneering broadleaf,88,9.41,1,0.8996175908221796
1973,-149.25,64.75,1,Needleleaf evergreen,89,0.1,1,0.009407337723424272
1973,-149.25,64.75,1,Pioneering broadleaf,89,9.59,1,0.9021636876763877
1974,-149.25,64.75,1,Needleleaf evergreen,90,0.1,1,0.009250693802035153
1974,-149.25,64.75,1,Pioneering broadleaf,90,9.76,1,0.9028677150786308
1975,-149.25,64.75,1,Needleleaf evergreen,91,0.11,1,0.01
1975,-149.25,64.75,1,Pioneering broadleaf,91,9.95,1,0.9045454545454544
1976,-149.25,64.75,1,Needleleaf evergreen,92,0.11,1,0.009812667261373772
1976,-149.25,64.75,1,Pioneering broadleaf,92,10.17,1,0.9072256913470115
1977,-149.25,64.75,1,Needleleaf evergreen,93,0.11,1,0.009666080843585237
1977,-149.25,64.75,1,Pioneering broadleaf,93,10.33,1,0.9077328646748681
1978,-149.25,64.75,1,Needleleaf evergreen,94,0.11,1,0.01012891344383057
1978,-149.25,64.75,1,Pioneering broadleaf,94,9.8,1,0.9023941068139962
1979,-149.25,64.75,1,Needleleaf evergreen,95,0.12,1,0.011583011583011582
1979,-149.25,64.75,1,Pioneering broadleaf,95,9.28,1,0.8957528957528957
1980,-149.25,64.75,1,Needleleaf evergreen,96,0.12,1,0.011396011396011395
1980,-149.25,64.75,1,Pioneering broadleaf,96,9.46,1,0.8983855650522317
1981,-149.25,64.75,1,Needleleaf evergreen,97,0.13,1,0.012149532710280376
1981,-149.25,64.75,1,Pioneering broadleaf,97,9.61,1,0.8981308411214953
1982,-149.25,64.75,1,Needleleaf evergreen,98,0.13,1,0.011937557392102848
1982,-149.25,64.75,1,Pioneering broadleaf,98,9.79,1,0.898989898989899
1983,-149.25,64.75,1,Needleleaf evergreen,99,0.13,1,0.011743450767841012
1983,-149.25,64.75,1,Pioneering broadleaf,99,9.96,1,0.8997289972899729
1984,-149.25,64.75,1,Needleleaf evergreen,100,0.14,1,0.012411347517730497
1984,-149.25,64.75,1,Pioneering broadleaf,100,10.15,1,0.899822695035461
1985,-149.25,64.75,1,Needleleaf evergreen,101,0.15,1,0.013032145960034752
1985,-149.25,64.75,1,Pioneering broadleaf,101,10.35,1,0.8992180712423979
1986,-149.25,64.75,1,Needleleaf evergreen,102,0.15,1,0.012733446519524618
1986,-149.25,64.75,1,Pioneering broadleaf,102,10.59,1,0.898981324278438
1987,-149.25,64.75,1,Needleleaf evergreen,103,0.16,1,0.013300083125519533
1987,-149.25,64.75,1,Pioneering broadleaf,103,10.82,1,0.8994181213632585
1988,-149.25,64.75,1,Needleleaf evergreen,104,0.17,1,0.013854930725346375
1988,-149.25,64.75,1,Pioneering broadleaf,104,11.04,1,0.8997555012224938
1989,-149.25,64.75,1,Needleleaf evergreen,105,0.17,1,0.013665594855305468
1989,-149.25,64.75,1,Pioneering broadleaf,105,11.2,1,0.9003215434083601
1990,-149.25,64.75,1,Needleleaf evergreen,106,0.18,1,0.014790468364831553
1990,-149.25,64.75,1,Pioneering broadleaf,106,10.91,1,0.8964667214461791
1991,-149.25,64.75,1,Needleleaf evergreen,107,0.18,1,0.015088013411567477
1991,-149.25,64.75,1,Pioneering broadleaf,107,10.65,1,0.892707460184409
1992,-149.25,64.75,1,Needleleaf evergreen,108,0.19,1,0.015702479338842973
1992,-149.25,64.75,1,Pioneering broadleaf,108,10.81,1,0.893388429752066
1993,-149.25,64.75,1,Needleleaf evergreen,109,0.2,1,0.01693480101608806
1993,-149.25,64.75,1,Pioneering broadleaf,109,10.51,1,0.8899237933954276
1994,-149.25,64.75,1,Needleleaf evergreen,110,0.21,1,0.017902813299232736
1994,-149.25,64.75,1,Pioneering broadleaf,110,10.46,1,0.8917306052855926
1995,-149.25,64.75,1,Needleleaf evergreen,111,0.23,1,0.019246861924686193
1995,-149.25,64.75,1,Pioneering broadleaf,111,10.63,1,0.8895397489539749
1996,-149.25,64.75,1,Needleleaf evergreen,112,0.24,1,0.019851116625310174
1996,-149.25,64.75,1,Pioneering broadleaf,112,10.76,1,0.8899917287014061
1997,-149.25,64.75,1,Needleleaf evergreen,113,0.26,1,0.0210016155088853
1997,-149.25,64.75,1,Pioneering broadleaf,113,10.99,1,0.8877221324717286
1998,-149.25,64.75,1,Needleleaf evergreen,114,0.27,1,0.021462639109697933
1998,-149.25,64.75,1,Pioneering broadleaf,114,11.16,1,0.8871224165341812
1999,-149.25,64.75,1,Needleleaf evergreen,115,0.28,1,0.0228198859005705
1999,-149.25,64.75,1,Pioneering broadleaf,115,10.83,1,0.882640586797066
2000,-149.25,64.75,1,Needleleaf evergreen,116,0.3,1,0.0250208507089241
2000,-149.25,64.75,1,Pioneering broadleaf,116,10.5,1,0.8757297748123436
2001,-149.25,64.75,1,Needleleaf evergreen,117,0.32,1,0.027303754266211604
2001,-149.25,64.75,1,Pioneering broadleaf,117,10.17,1,0.8677474402730375
2002,-149.25,64.75,1,Needleleaf evergreen,118,0.34,1,0.028547439126784216
2002,-149.25,64.75,1,Pioneering broadleaf,118,10.32,1,0.8664987405541562
